id	deck	tags	front	frontKo	firstLine	hintTitle	memoryTip	subjectTip	minimum	flow	answer	final_rep
week10-special-weekend-01	OPIc 03_주제별답변	week10|weekend|experience|topic_weekend|type_experience|full|latest_rep|practice	Tell me about a special weekend you remember. What did you do?	기억나는 특별한 주말과 한 일을 말해 주세요.	Last weekend was special because I met a close friend.	친구와 보낸 특별한 주말	친구 만남 → 카페 → 커피와 케이크 → 일과 미래 → 행복	왜 특별했는지와 그날 한 행동을 구체적으로 말하기	"Last weekend was special because I met a close friend.
We went to a cafe.
I really enjoyed it."	특별한 주말 → 친구 → 장소 → 행동 → 개인적인 이유 → 느낌	"Last weekend was special because I met a close friend.
We went to a quiet cafe near my home.
We drank coffee and shared a piece of cake.
We talked about our jobs and our plans for the future.
We were both busy before that, so we had a lot to talk about.
Time passed quickly, and I felt very happy.
It was a simple weekend, but I really enjoyed it."	false
week10-cafe-conversation-01	OPIc 03_주제별답변	week10|cafe_conversation|memorable_experience|topic_cafe_conversation|type_memorable_experience|full|latest_rep|practice	Tell me about a memorable time you had at a cafe or restaurant. What made it special?	카페나 식당에서 있었던 기억에 남는 경험을 말해 주세요.	One time, I had a meaningful conversation with my friend at a cafe.	카페에서 나눈 의미 있는 대화	업무 스트레스 → 친구의 경청 → 고민 설명 → 조언 → 위로	그곳에서 무슨 일이 있었고 왜 특별했는지 말하기	"One time, I talked with my friend at a cafe.
I was stressed because of work.
The conversation meant a lot to me."	카페 대화 → 스트레스 → 친구의 질문 → 고민 → 조언 → 감정	"One time, I had a meaningful conversation with my friend at a cafe.
I was tired and stressed because work was very busy.
My friend asked me how I was doing and listened carefully.
I explained what was bothering me.
My friend gave me simple advice and made me laugh.
I felt supported, and I felt much better after that.
The conversation was simple, but it meant a lot to me."	false
week10-travel-memorable-01	OPIc 03_주제별답변	week10|travel|memorable_experience|topic_travel|type_memorable_experience|full|review|replaced_by_week13	Tell me about a memorable trip you took. Where did you go, and what did you do there?	기억에 남는 여행의 장소와 한 일을 말해 주세요.	One memorable trip was my trip to Busan last year.	가족과 떠난 부산 여행	부산 → 가족과 기차 → 해변과 해산물 → 저녁 산책 → 감정	여행지, 동행, 한 일과 가장 기억나는 장면을 말하기	"One memorable trip was my trip to Busan last year.
I went there with my family.
We visited the beach."	여행 소개 → 동행과 교통 → 활동 → 가장 좋았던 순간 → 감정	"One memorable trip was my trip to Busan last year.
I went there with my family by train.
The train ride was comfortable, and it took about three hours.
We visited the beach and ate fresh seafood.
The best part was walking along the beach in the evening.
The view was beautiful, and I felt relaxed and happy.
That is why the trip is still memorable to me."	false
week10-travel-transportation-01	OPIc 03_주제별답변	week10|travel_transportation|experience|topic_travel_transportation|type_experience|full|latest_rep|practice	Tell me about the transportation you used on your last trip. Why did you choose it?	최근 여행에서 이용한 교통수단과 선택 이유를 말해 주세요.	The last time I traveled to Busan, I took the train.	부산까지 이용한 기차	기차 → 빠르고 편안함 → 온라인 예매 → 음악과 창밖 → 편리함	교통수단, 선택한 이유와 이동 중 한 일을 말하기	"The last time I traveled to Busan, I took the train.
It was fast and comfortable.
I listened to music during the ride."	교통수단 → 선택 이유 → 역 접근성 → 예매 → 이동 중 행동 → 평가	"The last time I traveled to Busan, I took the train.
I chose it because it was fast and comfortable.
The train station was easy to get to from my home.
I bought the tickets online before the trip.
During the ride, I listened to music and looked out the window.
It took about three hours, but the time passed quickly.
I think the train is a convenient way to travel."	false
week10-travel-problem-01	OPIc 05_문제해결	week10|travel|problem|topic_travel|type_problem|full|latest_rep|core|final_rep|priority_a	Tell me about a problem you had during a trip. What happened, and how did you solve it?	여행 중 겪었던 문제와 해결 과정을 말해 주세요.	One time, I got lost during a trip to Busan.	부산 여행 중 길을 잃은 문제	식당 찾기 → 잘못된 길 → 가족 대기 → 지도 앱 → 길 질문 → 해결	문제 원인, 해결 행동 두 가지, 결과와 교훈을 말하기	"One time, I got lost during a trip to Busan.
I used a map app.
Finally, I found the place."	문제 발생 → 걱정한 이유 → 지도 앱 → 길 질문 → 결과 → 교훈	"One time, I got lost during a trip to Busan.
I was trying to find a restaurant near the beach.
I took the wrong street and could not find the place.
I felt worried because my family was waiting for me.
So I used a map app on my phone and asked someone for directions.
Finally, I found the restaurant and met my family.
I felt relieved, and after that, I checked the map more carefully."	true
week11-hobby-change-01	OPIc 06_변화질문	week11|hobby|change|topic_hobby|type_change|full|review|replaced_by_week13	How has your hobby changed over time? What is the biggest difference now?	취미가 어떻게 변했고 가장 큰 차이가 무엇인지 말해 주세요.	In the past, I watched TV a lot.	선택지가 많아진 취미	예전 TV → 지금 유튜브 → 원하는 영상 → 선택지 → 편리함	과거와 현재, 가장 큰 차이와 현재 장점을 말하기	"In the past, I watched TV a lot.
But now, I watch YouTube more often.
I have more choices now."	과거 → 현재 → 가장 큰 변화 → 현재 장점 → 평가	"In the past, I watched TV a lot.
I usually watched whatever was on at that time.
But now, I watch YouTube more often.
I can choose what I want to watch anytime.
The biggest change is that I have more choices now.
Compared to the past, my hobby is more convenient and relaxing.
So I enjoy watching YouTube more these days."	false
week11-weekday-evening-change-01	OPIc 06_변화질문	week11|weekday_evening|change|topic_weekday_evening|type_change|full|latest_rep|practice	How has your weekday evening routine changed over time? What do you do differently now?	평일 저녁 일상이 어떻게 변했는지 말해 주세요.	In the past, I didn't have a clear evening routine.	균형 잡힌 평일 저녁	예전 계획 없음 → TV → 지금 시간 활용 → 영어·유튜브 → 균형	과거와 현재에 각각 구체적인 행동을 넣어 비교하기	"In the past, I didn't have a clear evening routine.
But now, I use my evenings better.
My evenings feel more balanced."	과거 루틴 → 현재 루틴 → 구체적인 행동 → 가장 큰 변화 → 평가	"In the past, I didn't have a clear evening routine.
I usually came home and watched TV for a long time.
But now, I try to use my evenings better.
After work, I eat dinner and rest for a while.
Then I study English or watch YouTube in my room.
The biggest change is that I use my time more carefully now.
Compared to the past, my evenings feel more balanced.
So I am more satisfied with my weekday routine."	false
week11-home-routine-change-01	OPIc 06_변화질문	week11|home_time|change|topic_home_time|type_change|full|latest_rep|core|final_rep|priority_b	How has the way you spend time at home changed over time? What is different now?	집에서 보내는 방식이 어떻게 변했는지 말해 주세요.	In the past, I didn't spend much time in my room.	거실에서 방으로 바뀐 휴식	예전 거실 TV → 지금 방 → 유튜브·음악·영어 → 편안함	시간뿐 아니라 장소와 행동이 어떻게 달라졌는지 말하기	"In the past, I watched TV in the living room.
But now, I spend more time in my room.
I feel more comfortable now."	과거 장소 → 현재 장소 → 현재 행동 → 주요 휴식 공간 → 평가	"In the past, I didn't spend much time in my room.
I often watched TV in the living room.
But now, I spend more time in my room after work.
I watch YouTube, listen to music, or study English there.
My room has become my main place to rest.
Compared to the past, I feel more comfortable at home now.
So I really enjoy spending time in my room."	true
week11-neighborhood-change-01	OPIc 06_변화질문	week11|neighborhood|change|topic_neighborhood|type_change|full|latest_rep|practice	How has your neighborhood changed over time? What is different now?	동네가 과거와 비교해 어떻게 변했는지 말해 주세요.	In the past, there were not many useful places near my home.	더 편리해진 동네	예전 시설 적음 → 지금 카페·편의점·공원 → 생활 편리	시설 변화와 그 변화가 생활에 준 영향을 말하기	"In the past, there were not many useful places.
But now, there are more cafes and stores.
My neighborhood is more convenient."	과거 시설 → 현재 시설 → 생활 변화 → 가장 큰 변화 → 평가	"In the past, there were not many useful places near my home.
There were only a few small stores.
But now, there are more cafes, convenience stores, and parks.
I can buy what I need or take a walk without going far.
The biggest change is that my neighborhood is more convenient now.
Compared to the past, I spend more time around my neighborhood.
So I like living here more now."	false
week11-shopping-change-01	OPIc 06_변화질문	week11|shopping|change|topic_shopping|type_change|full|review|replaced_by_week13	How have your shopping habits changed over time? What do you do differently now?	쇼핑 습관이 어떻게 변했는지 말해 주세요.	In the past, I usually went to shopping malls to buy clothes.	온라인과 오프라인 쇼핑	예전 쇼핑몰 → 지금 온라인 → 매장도 이용 → 두 방식 → 편리함	온라인과 매장을 언제 각각 사용하는지 구분해 말하기	"In the past, I went to shopping malls.
But now, I often shop online.
Shopping is more convenient now."	과거 쇼핑 → 현재 온라인 → 매장 이용 이유 → 가장 큰 변화 → 평가	"In the past, I usually went to shopping malls to buy clothes.
But now, I often shop online because I am busy.
I can compare prices and buy things at home.
I still go to stores when I want to try on clothes.
The biggest change is that I use both online and offline shopping.
Compared to the past, shopping is faster and more convenient now.
So I like my current shopping style."	false
week11-phone-change-01	OPIc 06_변화질문	week11|phone|change|topic_phone|type_change|full|latest_rep|core|final_rep|priority_b	How has the way you use your phone changed over time? What do you use it for now?	휴대폰 사용 방식이 어떻게 변했는지 말해 주세요.	In the past, I used my phone mainly for calls and messages.	여러 기능을 쓰게 된 휴대폰	예전 통화·문자 → 지금 영상·검색·음악 → 영어 공부 → 편리함	과거 기능, 현재 기능과 생활에 준 영향을 말하기	"In the past, I used my phone for calls and messages.
But now, I use it for many things.
It makes my life easier."	과거 사용 → 현재 기능 → 추가 기능 → 가장 큰 변화 → 평가	"In the past, I used my phone mainly for calls and messages.
But now, I use it for many different things.
I watch YouTube, search for information, and listen to music.
I also use my phone to study English sometimes.
The biggest change is that I can do many things with one device.
Compared to the past, my daily life is much easier now.
So my phone is more important to me these days."	true
week12-appointment-late-problem-01	OPIc 05_문제해결	week12|appointment|problem|topic_appointment|type_problem|full|latest_rep|core|final_rep|priority_a	Tell me about a time when you were late for an appointment. What happened, and what did you do?	약속에 늦었던 경험과 해결 방법을 말해 주세요.	One day, I was late for an appointment with my friend.	친구와의 약속에 늦은 문제	늦은 출발 → 교통 체증 → 전화 → 30분 변경 → 만남 → 교훈	늦은 이유, 연락, 시간 변경 요청과 결과를 말하기	"One day, I was late for an appointment with my friend.
I called my friend and explained the situation.
We met thirty minutes later."	지각 → 원인 → 걱정 → 전화와 설명 → 시간 변경 → 결과 → 교훈	"One day, I was late for an appointment with my friend.
I left home later than planned, and the traffic was heavy.
I was worried because my friend was waiting for me.
So I called my friend right away and explained the situation.
I asked if we could meet thirty minutes later.
My friend understood and waited for me at a nearby cafe.
Finally, I arrived, apologized again, and felt relieved.
After that, I started leaving home earlier for important appointments."	true
week12-wallet-left-problem-01	OPIc 05_문제해결	week12|wallet|problem|topic_wallet|type_problem|full|latest_rep|practice	Tell me about a time when you lost or left something behind. What happened, and how did you get it back?	물건을 잃어버리거나 두고 온 경험과 되찾은 방법을 말해 주세요.	One day, I left my wallet at a cafe.	카페에 두고 온 지갑	카페 → 집에서 알게 됨 → 전화 → 직원 발견 → 다시 방문 → 교훈	잃은 물건, 도움을 요청한 대상과 되찾은 과정을 말하기	"One day, I left my wallet at a cafe.
I called the cafe.
The staff found it."	물건 분실 → 알게 된 시점 → 걱정 → 전화 → 발견 → 회수 → 교훈	"One day, I left my wallet at a cafe.
I noticed it after I got home.
I was very worried because my ID and cards were inside.
So I called the cafe and asked the staff to check my table.
A staff member found my wallet under a chair.
I went back to the cafe and picked it up.
I thanked the staff and felt really relieved.
After that, I started checking my bag before leaving a place."	false
week12-restaurant-reservation-problem-01	OPIc 05_문제해결	week12|restaurant_reservation|problem|topic_restaurant_reservation|type_problem|full|latest_rep|core|final_rep|priority_b	Tell me about a problem you had with a restaurant reservation. What happened, and how did you solve it?	식당 예약과 관련된 문제와 해결 과정을 말해 주세요.	One day, I had a problem with a restaurant reservation.	확인되지 않은 식당 예약	7시 2명 예약 → 직원이 못 찾음 → 확인 메시지 → 다른 테이블	무엇을 보여주고 요청했으며 최종 결과가 어땠는지 말하기	"One day, I had a problem with a restaurant reservation.
The staff could not find my reservation.
I showed the confirmation message."	예약 → 누락 → 걱정 → 메시지 제시 → 재확인 → 대안 → 결과	"One day, I had a problem with a restaurant reservation.
I had booked a table for two at 7 p.m.
When I arrived, the staff could not find my reservation.
I was worried because my friend was waiting with me.
So I showed the confirmation message and asked the staff to check again.
The staff apologized and offered us another table after a short wait.
We waited for about fifteen minutes, and then we were seated.
I felt relieved and started checking my reservations before leaving home."	true
week13-hobby-description-01	OPIc 03_주제별답변	week13|hobby|description|topic_hobby|type_description|full|latest_rep|core|final_rep|priority_a	What do you like to do in your free time? Why do you enjoy it?	여가 시간에 무엇을 하며 왜 좋아하는지 말해 주세요.	Actually, I like watching YouTube in my free time.	일상에 잘 맞는 유튜브 취미	취미 → 퇴근 후 → 영상 종류 → 선택 → 구체적 예 → 휴식	무엇을 보는지, 구체적인 예와 개인적인 이유를 말하기	"Actually, I like watching YouTube in my free time.
I usually watch it after work.
It helps me relax."	취미 소개 → 시간과 장소 → 영상 종류 → 장점 → 예시 → 느낌	"Actually, I like watching YouTube in my free time.
These days, I usually watch it in my room after work.
I mostly watch funny videos and short travel videos.
What I like most is that I can choose exactly what I want to watch.
For example, when I feel tired, I watch a short funny video and laugh.
It helps me forget about work and relax for a while.
So watching YouTube has become an important part of my daily routine."	true
week13-cafe-description-01	OPIc 03_주제별답변	week13|cafe|description|topic_cafe|type_description|full|latest_rep|core|final_rep|priority_a	Tell me about a cafe you like. What do you usually do there, and why do you like it?	좋아하는 카페와 그곳에서 하는 일, 좋아하는 이유를 말해 주세요.	I often go to a small cafe near my home.	조용히 쉬기 좋은 카페	위치 → 분위기 → 방문 시간 → 친구·혼자 행동 → 가까운 장점	카페 모습, 평소 행동과 가장 좋아하는 점을 말하기	"I often go to a small cafe near my home.
It is clean and quiet.
I can take a short break there."	위치 → 분위기 → 방문 시간 → 친구 행동 → 혼자 행동 → 장점	"I often go to a small cafe near my home.
It is clean, quiet, and not usually crowded.
I normally go there after work or on weekends.
When I go with a friend, we drink coffee and talk about our daily lives.
When I go alone, I watch YouTube or write down my plans.
What I like most is that I can take a short break without going far.
So I visit the cafe whenever I need some quiet time."	true
week13-travel-memorable-01	OPIc 03_주제별답변	week13|travel|memorable_experience|topic_travel|type_memorable_experience|full|latest_rep|core|final_rep|priority_a	Tell me about a memorable trip you took. Where did you go, what did you do, and why was it memorable?	기억에 남는 여행의 장소, 활동과 이유를 말해 주세요.	One memorable trip was my trip to Busan with my family last year.	가족과 함께한 부산 여행	부산 → 가족과 기차 → 해산물·해변 → 저녁 산책 → 가족과 휴식	여행 정보, 가장 기억나는 순간과 개인적인 이유를 말하기	"One memorable trip was my trip to Busan with my family last year.
We visited the beach.
I felt relaxed and happy."	여행 소개 → 교통 → 활동 → 가장 기억나는 순간 → 감정 → 이유	"One memorable trip was my trip to Busan with my family last year.
We took the train, and the ride took about three hours.
After we arrived, we ate fresh seafood and visited the beach.
The most memorable part was walking along the beach in the evening.
The weather was cool, and the view was beautiful.
I felt relaxed because I could forget about work and spend time with my family.
That is why I still remember the trip clearly."	true
week13-hobby-change-01	OPIc 06_변화질문	week13|hobby|change|topic_hobby|type_change|full|latest_rep|core|final_rep|priority_a	How has your hobby changed over time? What is different now, and why do you prefer it?	취미가 어떻게 변했고 왜 현재 방식을 더 선호하는지 말해 주세요.	In the past, I watched TV a lot.	일상에 더 잘 맞는 취미 변화	예전 TV → 지금 유튜브 → 선택지 → 짧은 영상 → 일상 적합	과거, 현재, 가장 큰 차이와 생활에 준 영향을 말하기	"In the past, I watched TV a lot.
But now, I watch YouTube more often.
It fits my routine better."	과거 → 현재 → 가장 큰 차이 → 생활에 준 영향 → 평가	"In the past, I watched TV a lot.
I usually watched whatever was on at that time.
But now, I watch YouTube more often.
I can choose exactly what I want to watch, even when I am busy.
The biggest difference is that I have more choices and can watch short videos.
Because of that, my hobby fits my daily routine much better now.
Compared to the past, it is more convenient and relaxing."	true
week13-shopping-change-01	OPIc 06_변화질문	week13|shopping|change|topic_shopping|type_change|full|latest_rep|core|final_rep|priority_a	How have your shopping habits changed over time? What do you do differently now?	쇼핑 습관이 어떻게 변했고 현재 무엇을 다르게 하는지 말해 주세요.	In the past, I usually went to shopping malls to buy clothes.	필요에 따라 선택하는 쇼핑 방식	예전 쇼핑몰 → 지금 온라인 → 후기 → 매장도 이용 → 시간 절약	온라인과 오프라인을 언제 쓰는지와 현재 장점을 말하기	"In the past, I went to shopping malls.
But now, I often shop online.
Shopping is more convenient now."	과거 쇼핑 → 현재 온라인 → 가격·후기 → 매장 이용 → 방식 선택 → 평가	"In the past, I usually went to shopping malls to buy clothes.
But now, I often shop online when I am busy.
I can compare prices and read reviews at home.
I still go to a store when I want to try on clothes.
The biggest difference is that I choose the method based on what I need.
Because of that, I can save time and still check clothes in person.
Compared to the past, shopping is more flexible and convenient now."	true
week13-health-change-01	OPIc 06_변화질문	week13|health|change|topic_health|type_change|full|latest_rep|core|final_rep|priority_b	How have your health habits changed over time? What do you do differently now?	건강 습관이 어떻게 변했고 현재 무엇을 다르게 하는지 말해 주세요.	In the past, I did not pay much attention to my health.	작지만 규칙적인 건강 습관	예전 무관심 → 지금 물·산책·수면 → 규칙성 → 다음 날 회복	과거와 현재 건강 행동, 가장 큰 변화와 효과를 말하기	"In the past, I did not care about my health much.
But now, I drink water and take walks.
I feel better the next day."	과거 상태 → 현재 습관 → 추가 습관 → 가장 큰 변화 → 효과	"In the past, I did not pay much attention to my health.
I often came home tired and just rested.
But now, I drink water more often and take a walk when I have time.
I also try to sleep well and go to bed a little earlier.
The biggest change is that I follow small health habits regularly.
Because of these habits, I feel less tired and better the next day.
Compared to the past, I feel healthier and want to keep these habits."	true
